name,testGroup,vxRef,yawRateRef,yawRateRmse,yawRmseDeg,vxRmse,actualRadius,referenceRadius,maxAbsLateralPosition,maxAbsLateralVelocity,maxAbsYawDeg,finalYawDeg,actualLeftWheelSpeed,actualRightWheelSpeed,referenceLeftWheelSpeed,referenceRightWheelSpeed,actualWheelSpeedDifference,referenceWheelSpeedDifference,wheelDirectionCorrect,meanLongitudinalWrenchDifference,maxAbsLongitudinalWrenchDifference,maxAbsVerticalWrenchDifference,maxAbsContactForceDifferenceX,maxAbsContactForceDifferenceY,maxAbsContactForceDifferenceZ,maxAbsRollDeg,maxAbsPitchDeg,maxAbsXiDelta,finalXiDelta,finalDxiDelta,finalAbsYawRate,maxWrenchSlackNorm,maxRollingResidual,maxLateralResidual,maxNormalResidual,qpFeasibleRatio,maxDynamicsResidual,maxWrenchResidual,minFrictionMargin,minTorqueMargin,nmpcStatusMax,nmpcFaultRatio,maxNmpcSolveTimeMs,maxQpSolveTimeMs,simulationWallTime,stable,failureReason,repetition
T6_s_curve,T6,0.1,0.04,0.00220268411656061,0.0427477708133076,0.0126735653321905,3.08442926437609,2.53921512461337,0.0168926044018172,0.00871342539789326,3.44684209753843,-0.0156216871708291,0.110827620652243,0.134282315767118,0.092098775572262,0.107901224427738,0.0234546951148746,0.0158024488554742,1,0.0298407867014216,0.136162076782074,0.113260140376767,0.147490096617518,0.0013712578288435,0.113257093307553,0.0575885598976162,0.591351625196965,0.00501830499817381,-0.00391225273060285,7.16674911124511e-05,0.000908015894175111,0.000834499455875695,0.0304065920878541,0.012883702904632,0.152414810471927,1,8.5265128291212e-14,4.32440541708878e-14,11.4668869007183,44.9235130714337,0,0.00443458980044346,36.6452,3.0729,27.418582,0,NMPC status/fault,1
T6_s_curve,T6,0.1,0.04,0.0021985378368559,0.0428344442285146,0.012673480736367,3.08442926437609,2.53921512461337,0.0169021730408933,0.00871342539789326,3.44720079573139,-0.0147900549954115,0.110827620652243,0.134282315767118,0.092098775572262,0.107901224427738,0.0234546951148746,0.0158024488554742,1,0.0298407867014216,0.135666180386284,0.113260140376767,0.147943453558148,0.00134727804156584,0.113257093307553,0.0576213752834712,0.591768939662363,0.00502151343691763,-0.00391342041652037,0.000128100428942991,0.00100781814250645,0.000834499455875695,0.0304065920878541,0.0123545448523484,0.152414810471927,1,7.105427357601e-14,4.92487994829816e-14,11.4668869007183,44.9235130714337,0,0,12.3366,2.5764,35.0206548,1,ok,2
