time_s,x_base_m,dx_base_mps,ax_base_mps2,fx_desired_N,fx_qp_feasible_N,fx_qp_slack_N,fx_qp_contact_N,fx_actual_from_base_N
0.42,-0.0724793330781304,-0.292231781006105,-0.200612923358406,80.0418369552429,79.9941017117795,-0.0477352434634584,-22.9505392991239,-0.604869520385262
0.425,-0.0739437352922603,-0.293197826255693,-0.185834620301656,80.7108396235276,80.6630563220284,-0.0477833014992999,-23.0351329582444,-0.560771226403683
0.43,-0.075412722048338,-0.294090127209122,-0.171116330814314,81.3671965543176,81.3193699766707,-0.0478265776469686,-23.1171641977669,-0.516846540702929
0.435,-0.0768859256316792,-0.294908989563836,-0.156462220475595,82.0108450321692,81.9629799285859,-0.0478651035833172,-23.1966175640398,-0.47310823077046
0.44,-0.0783629799678094,-0.295654749413878,-0.141876371878147,82.6417287195761,82.5938297919876,-0.0478989275885094,-23.2734830764811,-0.429568694657284
0.445,-0.0798435206872145,-0.296327753282617,-0.127362687841154,83.2597938444827,83.2118657574642,-0.0479280870185597,-23.3477480185132,-0.386240000875702
0.45,-0.0813271852586106,-0.296928376292289,-0.112925028953542,83.8649927329746,83.8170401024055,-0.0479526305691122,-23.4194043383574,-0.343133894812358
0.455,-0.0828136130495197,-0.297457003572153,-0.0985671585425451,84.4572802595064,84.4093076609349,-0.0479725985715769,-23.4884416507543,-0.300261814456357
0.46,-0.0843024454554213,-0.297914047877715,-0.0842926861169046,85.0366172725679,84.9886292318989,-0.0479880406690567,-23.5548544790189,-0.257634894728145
0.465,-0.0857933259536672,-0.298299930433322,-0.0701051799440188,85.6029669341198,85.5549679381329,-0.0479989959868531,-23.6186342862564,-0.215264014844819
0.47,-0.0872859002286089,-0.298615099677155,-0.056008106312905,86.1562983600874,86.1082928346456,-0.0480055254418379,-23.6797778908943,-0.173159766182998
0.475,-0.0887798162215804,-0.298860011496451,-0.0420048135536868,86.6965828418786,86.6485751793357,-0.0480076625428898,-23.738279026952,-0.131332441865864
0.48,-0.0902747242501452,-0.299035147812692,-0.0280986390237103,87.2237974542521,87.1757919907859,-0.0480054634662098,-23.7941362562622,-0.0897921252534144
0.485,-0.0917702770560857,-0.299140997886688,-0.0142928214122373,87.7379214815985,87.689922508274,-0.0479989733245309,-23.8473455576403,-0.0485486189523853
0.49,-0.0932661299208582,-0.299178076026814,-0.00059049721323201,88.238939856175,88.1909516097747,-0.047988246400224,-23.8979077873822,-0.00761150765945684
