time_s,x_base_m,dx_base_mps,ax_base_mps2,fx_desired_N,fx_qp_feasible_N,fx_qp_slack_N,fx_qp_contact_N,fx_actual_from_base_N
0.13,-0.00786064194628528,-0.116641140069466,-0.904050355255659,24.9913899593301,24.9545190617045,-0.0368708976256426,-15.0051653192949,-2.60707949550185
0.135,-0.00845887674480088,-0.121149987879491,-0.899246095826745,26.0546469993013,26.0174348899716,-0.037212109329693,-15.17746017019,-2.61969228128727
0.14,-0.00907957128494795,-0.125633601027733,-0.894100382416348,27.1204745287965,27.0829433425484,-0.0375311862480746,-15.342517741999,-2.62608552947875
0.145,-0.00972259672530202,-0.130090991703654,-0.888813543442409,28.1886403400774,28.1508104832542,-0.0378298568232268,-15.5009746175919,-2.62633758188445
0.15,-0.010387821014987,-0.134521736462158,-0.88345069903356,29.259019528101,29.220908070539,-0.0381114575620911,-15.6541254105751,-2.62095767682476
0.155,-0.0110751100990972,-0.13892549869399,-0.877999284058508,30.331503199267,30.2931231566649,-0.0383800426020673,-15.8035663132433,-2.61074007971075
0.16,-0.0117843273848987,-0.143301729302743,-0.872397723536927,31.405940822914,31.3673011008634,-0.0386397220506451,-15.9509277548579,-2.59659466728919
0.165,-0.012515332068745,-0.147649475929359,-0.866558365178973,32.4821030485804,32.443208860923,-0.0388941876574067,-16.0976728494221,-2.57938956573848
0.17,-0.0132679769332184,-0.151967312954532,-0.86038511693254,33.5596675386034,33.5205211425823,-0.0391463960211468,-16.2449769417392,-2.55979990889773
0.175,-0.01404210595458,-0.156253327098684,-0.853788784426892,34.6382154132376,34.5988169900659,-0.0393984231716564,-16.3936586672322,-2.5383646856498
0.18,-0.0148375521793292,-0.160505200798801,-0.846698752805102,35.7172465585159,35.677595076413,-0.039651482102889,-16.5441854683261,-2.51550502435972
0.185,-0.0156541360522091,-0.164720314626735,-0.839068639688464,36.7961987392725,36.7562927185378,-0.0399060207347051,-16.696710866141,-2.49145619866521
0.19,-0.0164916643974894,-0.168895887195686,-0.830877332172027,37.8744741258754,37.8343122230327,-0.0401619028427266,-16.8511463504001,-2.46633249198342
0.195,-0.017349929980402,-0.173029087948456,-0.822126333173408,38.9514608056101,38.9110422263179,-0.0404185792922316,-17.0072319447749,-2.44014694699807
0.2,-0.018228711654196,-0.17711715052742,-0.812835016903411,40.0265545991172,39.9858793199328,-0.0406752791844151,-17.1646119132278,-2.41288641659536
0.205,-0.019127774885893,-0.18115743811749,-0.803035075130461,41.0991717803229,41.0582406406609,-0.040931139661956,-17.3228900192899,-2.38453058665643
0.21,-0.0200468726071935,-0.185147501278725,-0.792764853938201,42.1687604616852,42.1275751366844,-0.0411853250008523,-17.4816787857352,-2.35506283513156
0.215,-0.0209857461632078,-0.189085086656872,-0.782065013882177,43.2348025799334,43.1933654990328,-0.0414370809005744,-17.6406224515762,-2.32447712443133
0.22,-0.0219441263507191,-0.192968151417546,-0.770975145581986,44.2968170103512,44.2551312267123,-0.0416857836389635,-17.7994181714565,-2.29278165683341
0.225,-0.0229217343690789,-0.196794838112692,-0.759531717693562,45.3543550549147,45.3124241196335,-0.0419309352812533,-17.9578144982185,-2.25999999533491
0.23,-0.0239182827381419,-0.200563468594482,-0.747766939440685,46.4069995767992,46.3648274072729,-0.0421721695262838,-18.1156144828575,-2.22617006339356
0.235,-0.0249334760558893,-0.204272507507098,-0.735708575394119,47.4543582406775,47.4119490204674,-0.0424092202101603,-18.2726627627665,-2.1913414788069
0.24,-0.0259670116995137,-0.207920554348423,-0.723380149054211,48.4960622199905,48.4534203066636,-0.0426419133268476,-18.4288426420252,-2.15557205905865
0.245,-0.0270185803685191,-0.211506308997641,-0.710801567518887,49.5317597573076,49.4888896300796,-0.042870127227958,-18.5840593760035,-2.11892418604528
0.25,-0.0280878665963906,-0.215028570023612,-0.697989830623438,50.5611160084652,50.518022220511,-0.0430937879542165,-18.7382384589623,-2.08146154613245
0.255,-0.0291745491369033,-0.218486207303875,-0.684959889461048,51.5838079127607,51.5404950750887,-0.0433128376720205,-18.8913115721277,-2.04324652230443
0.26,-0.03027830136034,-0.221878168918223,-0.671725023384384,52.5995256473942,52.5559984138836,-0.0435272335105472,-19.0432190945701,-2.00433839904667
0.265,-0.0313987915495555,-0.225203457537719,-0.658297748635311,53.6079681917363,53.5642312609181,-0.0437369308181578,-19.1938974023847,-1.96479236895555
0.27,-0.0325356832438096,-0.228461146404576,-0.644690091993541,54.6088465091113,54.5649046174008,-0.0439418917104951,-19.3432872327005,-1.92465912034226
0.275,-0.033688635505247,-0.231650358457654,-0.63091348644304,55.6018796267228,55.5577375624995,-0.0441420642232596,-19.4913237154497,-1.88398495175121
0.28,-0.0348573032347989,-0.234770281269006,-0.616979260837444,56.5867976078855,56.5424602050363,-0.0443374028491825,-19.6379436736287,-1.84281216269545
0.285,-0.0360413374248802,-0.237820151066029,-0.602898660698478,57.563338567595,57.5188107166869,-0.044527850908051,-19.7830795877298,-1.80117961303982
0.29,-0.0372403854710394,-0.240799267875991,-0.588682701450718,58.5312516832898,58.4865383241569,-0.0447133591329891,-19.9266675178753,-1.7591233075707
0.295,-0.0384540914148803,-0.243706978080536,-0.57434222107848,59.4902939253937,59.4454000507327,-0.0448938746609985,-20.0686404190011,-1.71667695845896
0.3,-0.0396820962462788,-0.246542690086776,-0.559887853783602,60.4402331660678,60.3951638112211,-0.0450693548467596,-20.2089364132013,-1.67387245815132
0.305,-0.0409240381360888,-0.249305856618372,-0.545329850107215,61.3808448558012,61.3356051073403,-0.0452397484609232,-20.3474924841568,-1.63074025751878
0.31,-0.0421795527223751,-0.251995988587848,-0.530678212326199,62.3119147815058,62.2665097560074,-0.0454050254984243,-20.4842509218793,-1.58730962093308
0.315,-0.0434482733281889,-0.254612638741634,-0.515942643300304,63.2332359981483,63.1876708474727,-0.0455651506755903,-20.6191541485786,-1.54360883272423
0.32,-0.0447298312340334,-0.257155415020851,-0.501132273589183,64.1446114840824,64.0988913802474,-0.0457201038350414,-20.7521510281124,-1.49966527883701
0.325,-0.0460238558710184,-0.259623961477526,-0.486255965444598,65.0458505405954,64.9999806789399,-0.0458698616555575,-20.8831891304263,-1.45550547125636
0.33,-0.0473299750754001,-0.262017974675297,-0.471322194303247,65.9367720250097,65.8907576090977,-0.0460144159120028,-21.0122230665629,-1.41115511475586
0.335,-0.0486478152640256,-0.264337183420558,-0.456339091851282,66.8172005168392,66.7710467624617,-0.0461537543775158,-21.1392058343064,-1.36663911320843
0.34,-0.0499770016712945,-0.26658136559381,-0.441314437110285,67.6869696277739,67.6406817487242,-0.0462878790497125,-21.2640971835554,-1.32198153311066
0.345,-0.0513171585068462,-0.268750327791661,-0.426255705272013,68.5459181448578,68.4995013579796,-0.0464167868781361,-21.386854825348,-1.27720561540498
0.35,-0.0526679091768066,-0.27084392264653,-0.411170065365431,69.3938934290508,69.34735294092,-0.0465404881308822,-21.5074429097546,-1.23233378292984
0.355,-0.054028876425961,-0.272862028445315,-0.396064426195641,70.2307475488051,70.18408856165,-0.046658987155075,-21.6258231755381,-1.18738765757813
0.36,-0.0553996825454724,-0.274804566908486,-0.380945433361157,71.0563407623661,71.0095684614613,-0.0467723009048079,-21.7419635667269,-1.14238804587529
0.365,-0.0567799495017259,-0.276671482778927,-0.365819505922471,71.8705376412209,71.8236572014658,-0.0468804397550924,-21.8558293513779,-1.09735500998189
0.37,-0.0581692991323144,-0.278462761967711,-0.35069287142474,72.6732106189321,72.6262271918875,-0.0469834270446223,-21.9673917350213,-1.05230790713305
0.375,-0.0595673532645751,-0.280178411493174,-0.335571438928983,73.4642361784288,73.4171549015839,-0.0470812768448239,-22.0766196975058,-1.00726538523483
0.38,-0.0609737338977889,-0.281818476357001,-0.320460990939525,74.2434981524989,74.1963241362155,-0.0471740162834028,-22.1834869450976,-0.962245437430507
0.385,-0.0623880633121907,-0.283383021402569,-0.305367250005461,75.0108842764496,74.9636226104991,-0.047261665950448,-22.2879650521144,-0.917265441169413
0.39,-0.0638099642472736,-0.284872148857055,-0.290295600014073,75.7662896151938,75.7189453579736,-0.0473442572202592,-22.3900316093472,-0.872342195458966
0.395,-0.0652390599981554,-0.28628597740271,-0.275251277510935,76.5096125765982,76.4621907625886,-0.0474218140095862,-22.4896607939299,-0.827491945563376
0.4,-0.0666749745835227,-0.287624661632165,-0.260239393752554,77.2407587024976,77.1932643310734,-0.0474943714242805,-22.5868327498235,-0.782730420375022
0.405,-0.0681173328353311,-0.288888371340236,-0.245264976321635,77.9596367221851,77.91207476475,-0.0475619574350694,-22.681524219756,-0.738072862257467
0.41,-0.0695657605619733,-0.290077311395381,-0.230332568187298,78.6661624217537,78.6185378121965,-0.0476246095571892,-22.7737194914359,-0.693534042246219
0.415,-0.0710198846199976,-0.291191697022109,-0.215446961072442,79.3602539218149,79.3125715643584,-0.0476823574564859,-22.8633955101344,-0.649128291758057
